2026-01-31 20:25:19 - INFO - === SERVER STARTED ===
2026-02-01 03:38:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 03:43:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 03:48:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 03:53:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 03:58:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 04:03:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 04:08:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 04:13:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 04:18:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 04:23:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 04:28:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 04:33:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 04:38:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 04:43:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 04:48:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 04:53:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 04:58:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 05:03:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 05:08:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 05:13:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 05:18:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 05:23:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 05:28:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 05:33:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 05:38:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 05:43:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 05:48:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 05:53:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 05:58:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 06:03:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 06:08:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 06:13:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 06:18:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 06:23:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 06:28:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 06:33:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 06:38:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 06:43:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 06:48:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 06:53:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 06:58:31 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 07:03:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 07:08:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 07:13:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 07:18:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 07:23:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 07:28:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 07:33:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 07:38:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 07:43:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 07:48:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 07:53:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 07:58:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 08:03:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 08:08:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 08:13:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 08:18:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 08:23:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 08:28:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 08:33:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 08:38:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 08:43:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 08:48:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 08:53:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 08:58:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 09:03:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 09:08:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 09:13:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 09:18:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 09:23:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 09:28:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 09:33:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 09:38:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 09:43:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 09:48:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 09:53:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 09:58:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 10:03:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 10:08:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 10:13:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 10:18:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 10:23:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 10:28:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 10:33:32 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 10:38:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 10:43:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 10:48:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 10:53:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 10:58:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 11:03:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 11:08:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 11:13:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 11:18:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 11:23:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 11:28:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 11:33:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 11:38:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 11:43:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 11:48:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 11:53:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 11:58:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 12:03:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 12:08:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 12:13:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 12:18:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 12:23:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 12:28:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 12:33:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 12:38:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 12:43:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 12:48:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 12:53:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 12:58:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 13:03:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 13:08:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 13:13:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 13:18:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 13:23:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 13:28:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 13:33:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 13:38:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 13:43:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 13:48:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 13:53:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 13:58:33 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 14:03:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 14:08:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 14:13:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 14:18:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 14:23:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 14:28:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 14:33:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 14:38:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 14:43:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 14:48:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 14:53:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 14:58:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 15:03:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 15:08:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 15:13:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 15:18:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 15:23:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 15:28:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 15:33:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 15:38:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 15:43:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 15:48:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 15:53:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 15:58:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 16:03:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 16:08:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 16:13:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 16:18:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 16:23:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 16:28:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 16:33:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 16:38:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 16:43:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 16:48:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 16:53:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 16:58:34 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 17:03:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 17:08:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 17:13:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 17:18:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 17:23:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 17:28:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 17:33:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 17:38:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 17:43:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 17:48:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 17:53:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 17:58:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 18:03:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 18:08:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 18:13:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 18:18:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 18:23:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 18:28:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 18:33:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 18:38:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 18:43:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 18:48:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 18:53:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 18:58:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 19:03:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 19:08:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 19:13:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 19:18:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 19:23:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 19:28:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 19:33:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 19:38:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 19:43:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 19:48:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 19:53:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 19:58:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 20:03:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 20:08:35 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 20:13:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 20:18:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 20:23:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 20:28:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 20:33:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 20:38:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 20:43:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 20:48:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 20:53:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 20:58:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 21:03:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 21:08:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 21:13:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 21:18:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 21:23:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 21:28:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 21:33:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 21:38:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 21:43:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 21:48:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 21:53:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 21:58:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 22:03:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 22:08:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 22:13:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 22:18:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 22:23:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 22:28:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 22:33:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 22:38:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 22:43:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 22:48:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 22:53:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 22:58:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 23:03:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 23:08:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 23:13:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 23:18:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 23:23:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 23:28:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 23:33:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 23:38:36 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 23:43:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 23:48:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 23:53:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-01 23:58:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 00:03:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 00:08:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 00:13:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 00:18:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 00:23:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 00:28:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 00:33:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 00:38:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 00:43:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 00:48:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 00:53:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 00:58:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 01:03:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 01:08:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 01:13:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 01:18:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 01:23:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 01:28:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 01:33:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 01:38:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 01:43:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 01:48:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 01:53:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 01:58:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 02:03:37 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 02:07:05 - INFO - POST /webhook - Vehicle detected. Total count: 4
2026-02-02 02:11:13 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 02:16:13 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 02:21:13 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 02:26:13 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 02:31:13 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 02:36:13 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 02:41:13 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 02:46:13 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 02:51:13 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 02:54:57 - INFO - POST /NotificationInfo/TollgateInfo - VEHICLE #5 - Plate: , Saved: 0 images
2026-02-02 02:56:13 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 03:01:13 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 03:06:13 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 03:11:13 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 03:12:24 - INFO - POST /NotificationInfo/TollgateInfo - VEHICLE #6 - Plate: , Saved: 0 images
2026-02-02 03:16:13 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 03:21:13 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 03:22:14 - INFO - POST /NotificationInfo/TollgateInfo - VEHICLE #7 - Plate: , Saved: 0 images
2026-02-02 03:25:33 - INFO - POST /NotificationInfo/TollgateInfo - VEHICLE #8 - Plate: , Saved: 0 images
2026-02-02 03:26:13 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 03:31:13 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 03:36:13 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 03:36:30 - INFO - POST /NotificationInfo/TollgateInfo - VEHICLE #9 - Plate: , Saved: 0 images
2026-02-02 03:41:13 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 03:46:13 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 03:48:44 - INFO - POST /NotificationInfo/TollgateInfo - VEHICLE #10 - Plate: 7S0D10784, Saved: 1 images
2026-02-02 03:51:13 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 03:56:13 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 04:01:13 - INFO - POST/GET /health from 192.168.1.108
2026-02-02 04:05:58 - INFO - POST /NotificationInfo/TollgateInfo - VEHICLE #11 - Plate: , Saved: 0 images
2026-02-02 04:06:13 - INFO - POST/GET /health from 192.168.1.108
